Name,Country,Type
"EDICIONES ROBINBOOK,EDITORIAL JUVENTUD,EDICIONES RIALP,Herder Editorial,The MIT Press,Ediciones Urano,株式会社　ポプラ社,Hazelden Publishing,Editorial Trotta S.A.,長崎出版株式会社,Editorial CCS,Издательство «ЭКСМО»,Beaver Books Publishing,Ivy Press,Alfaomega Grupo Editor,Молодая гвардия,Издательство ""Феникс"",The Experiment, LLC,Editorial Corimbo,Wu-Nan Book Inc. / Shu-Chuan Publishing House,CHINA CHILDREN'S PRESS & PUBLICATION GROUP,New York University Press,NSK,Kualiti Books Sdn Bhd,Wild Crane Press Pte. Ltd.,D´buk Editors,BACOPA Verlag,Liaoning Science and Technology Publishing House,Hong Kong University Press,Gakken Asia Pacific","Spain,Spain,Spain,Spain,United States,Spain,Japan,United States,Spain,Japan,Spain,Russia,Canada,United Kingdom,Mexico,Russia,Russia,United States,Spain,Taiwan, China,China,United States,Korea,Malaysia,Singapore,Guatemala,Austria,China,Hong Kong, China,Singapore","Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Scholarly Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers,Publishers / Children's Publishing,Publishers / Social Science Publishing,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Scholarly Publishing,Publishers / Children's Publishing"
"Издательство «Книжники»,Candlewick Press,북이십일,Creative Teaching Press,株式会社冨山房インターナショナル,Edelsa,Houghton Mifflin Harcourt,Lerner Publishing Group,BLUME,HarperCollins Publishers,株式会社WAVE出版,Издательство ""Искусство XXI век"",Farrar, Straus, and Giroux books for young readers,Bayard Éditions,L'école des loisirs,Editions Thierry Magnier,Algar Editorial,Издательство ""Европа"",Harlequin Enterprises Ltd.,Sol90,Thule Ediciones,THE CREATIVE COMPANY,Columbia University Press,Ediciones Sígueme,ALMADRABA EDITORIAL,Ediciones de la Torre,Group PLAY BAC,Edizioni Centro Studi Erickson,Издательство ""Проспект"",Tianjin Ifengspace Media Co., Ltd.","Russia,United States,Korea,United States,Japan,Spain,United States,United States,Spain,United States,Japan,Russia,United States,France,France,France,Spain,Russia,Canada,Spain,Spain,United States,United States,Spain,Spain,Spain,France,Italy,Russia,China","Publishers / Literature Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Textbook Publishing,Publishers / Textbook Publishing,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Culture & Art Publishing,Publishers / Children's Publishing,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Science and Technology Publishing"
"Editorial SAN PABLO,시공사,DAR ELHOUDA,大连赛卓出版社,Charlesbridge Publishing, Icn.,中国农业出版社,UITGEVERIJ LANNOO GROUP,Kogan Page,童心社(Doshinsha),La Coccinella,Anness Publishing Limited,Издательство «Альпина Паблишер»,Interactile Learning,Cortez Publishing House,Saleem Book Centre,Poplar Publishing Co., Ltd.,Al Ajwad Paper Trading, Publishing and Distribution,Ediciones Era, SA de CV,Xact Studio International,Phoenix HanBooks(BeiJing)Co.,Ltd,Educational Science Publishing House,Editions HEAD OVER HILLS,University of Wales Press,Éditions Vigot - Maloine,Codhill Press,Beijing Tourism Education Press,Yilin Press,Les Éditions Québec-Livres,Firefall Originals,Greenleaf  Publishing","Spain,Korea,Algeria,China,United States,China,Belgium,United Kingdom,Japan,Italy,United Kingdom,Russia,Taiwan, China,Brazil,Pakistan,Japan,United Arab Emirates,Mexico,India,China,China,France,United Kingdom,France,United States,China,China,Canada,United States,United Kingdom","Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Lifestyle Publishing,Publishers,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing"
"Издательство ""ИНЕШ"",ООО ""Издательский дом ""Эпоха"",Информационно-издательское агентство ""ЛИК"",Red Rock Press,Querido,Dream Creant Art Studio,Universo dos Livros,Algora Publishing,Peter Lang Publishing Inc.,Transcript Publishing,Laudatio Verlag,Cornell University  Press,Elsevier,Evro-Giunti,University of Pittsburgh Press,Pluto Press,Ibidem-Verlag Publishing Co.,QA International,F&W Media International LTD,Albatros Media a.s.,Onewrold Publications,TeNeues Publishing Group,Gradiva Publicações, S.A.,Morfemplus Publishing,Epigram Books,Packt Publishing,Windmill Books Ltd,Hachette Pratique,Braun Publishing AG,Niggli Verlag","Russia,Russia,Russia,United States,Netherlands,Malaysia,Brazil,United States,United States,Germany,Germany,United States,United States,Serbia,United States,United Kingdom,Germany,Canada,United Kingdom,Czech Republic,United Kingdom,Germany,Portugal,Slovenia,Singapore,United Kingdom,United Kingdom,France,Switzerland,Switzerland","Publishers,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comics Publishing,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Science and Technology Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Lifestyle Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers,Publishers,Publishers"
"Diálogo Infantil,Sunpenny publishing,Thomas jeunesse,Critères éditions,Kilowatt édition,Outskirts Press,Svato Verlag,株式会社新日本出版社,Клуб издателей Нефрмат,Éditions de L'Herne,R.I.C. Publications®,Sentient Publications,Mehta Publishing House,Verlag Neuer Merkur GmbH,New Age International Publishers,Kinesiology Books Publisher,DKIVANC STUDIO,Prickly Paradigm Press, LLC,CH. SCHROER GmbH,Columbus Publishing Ltd,China Electric Power Press LTD. Business Publishing Center,Canongate Books,Издательский дом «ПоРог»,YVES MICHEL EDITIONS,Edizioni L'Arcipelago S.R.L.,Bamboo Forest Publishing,University Press of Kansas,Reaktion Books,Uitgeverij Snor,Award Publications Ltd","Spain,United Kingdom,France,France,France,United States,Germany,Japan,Russia,France,Australia,United States,India,Germany,India,Canada,Turkey,United States,Germany,United Kingdom,China,United Kingdom,Russia,France,Italy,United States,United States,United Kingdom,Netherlands,United Kingdom","Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Culture & Art Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Social Science Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Reference Books Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Science and Technology Publishing,Publishers / Comprehensive Publishing,Publishers / Other,Publishers / Culture & Art Publishing,Publishers / Social Science Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Economic & Financial Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Lifestyle Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Children's Publishing"
"Alzabane éditions,Editeurs sans frontières,Mexus Education Pvt. Ltd.,Les Éditions du Petit Pavé,Éditions Jean-Cyrille Godefroy,Océan éditions,Artpower Culture Development Co., Ltd,McSports,The Writers Publishing House,Federighi Editori,Editorial Ecir,中国友谊出版公司,Phoenix Publishing House Co. Ltd.,Kidz Book Hub,Shanghai Cai Qin Ren Culture Diffusion Co.LTD,Tianjin Academy of Social Sciences Press,China Photographic Publishing House,Издательство ""Белорусская Энциклопедия"",Fernwood Publishing,180° éditions,北京师范大学出版社(集团)有限公司,Letra Impresa Grupo Editor,(주)새순기획,Edizioni Dedalo,Editions Paquet,Voolume,河南科学技术出版社有限公司,郑州大学出版社有限公司,Daylight Publishing House,辽宁科学技术出版社","France,France,India,France,France,France,China,Spain,China,Italy,Spain,China,China,Australia,China,China,China,Belarus,Canada,Belgium,China,Argentina,Korea,Italy,Switzerland,France,China,China,China,China","Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Other,Publishers / Literature Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Social Science Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Social Science Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comics Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Science and Technology Publishing"
"Издательство «Мастацкая літаратура»,中央编译出版社,Osprey Publishing Ltd.,The University Press of Florida,Livres du Dragon d'Or,Legion,Goélette International,STORYBOX Co.,Ltd.,Éditions Nathan,Pluto Press,Ugo Guanda Editore S.p.A,Arcturus Publishing Limited,大连出版社,成都时代出版社有限公司,木馬文化,越南广文传媒与图书股份公司,株式会社　主婦と生活社,机械工业出版社华章公司,China South Booky Culture Media Co., Ltd,A-BA-BA-HA-LA-MA-HA Publishers,JiangxiScience and Technology Publishing House,Издательство ""Гелиос АРВ"",Mrs. Shepherd Designs,Hunan Juvenile&Children's Publishing House,Mereo Books/Memoirs Publishing,四川文轩幼儿教育管理有限公司,宁夏黄河数字出版传媒有限公司,Nakladatelství Fragment, s.r.o.,The Orion Publishing  Group,Издательство Ганга","Belarus,China,United Kingdom,United States,France,Russia,Canada,Korea,France,United Kingdom,Italy,United Kingdom,China,China,Taiwan, China,Vietnam,Japan,China,China,Ukraine,China,Russia,Australia,China,United Kingdom,China,China,Czech Republic,United Kingdom,Russia","Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Children's Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comics Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Science and Technology Publishing,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Digital Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing"
"Txalaparta,A Fortiori Editorial,Издательский дом ""Магистр-Пресс"",Спорт и Культура-2000,Grupo Amanuense,Charles Randall Inc.,도서출판 어문학사,플래닛미디어,Eneida editorial,EDITIONS DU MOMENT,Naïve,ООО ""Дмитрий Буланин"",도서출판 우리글,Karina Library Press,萬里機構出版有限公司,도서출판 다밋,北岳文艺出版社,上海大学出版社有限公司,Ediciones Turpial, SA,Editores Mexicanos Unidos,LetteraVentidue Edizioni,大树出版社,""Publishing-House ""Zvonnitza-MG""  JSC,Fluid FreeFly Publishing House,Jorale Editores, SA de CV,Lanzhou University Press,China Industry & Commerce Associated Press Co., Ltd.,中资海派文化传播有限公司,HEBEI SCIENCE & TECHNOLOGY PUBLISHING HOUSE CO., LTD.,Jessica Kingsley Publishers Ltd.","Spain,Spain,Russia,Russia,Guatemala,United States,Korea,Korea,Spain,France,Saint Lucia,Russia,Korea,United States,Hong Kong, China,Korea,China,China,Spain,Mexico,Italy,Malaysia,Russia,Russia,Mexico,China,China,China,China,United Kingdom","Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Lifestyle Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Lifestyle Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Children's Publishing,Publishers / Literature Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Science and Technology Publishing,Publishers / Comprehensive Publishing"
"21st century Publishing House,China Machine Press,Higher Education Press (Group),Zuza publishing,學習工場數位科技股份有限公司,Loyal Kids Creation Ltd.,福建科技出版社,Aldo lazzaretti editore,M.E.O. éditions,Hope Publishing House,МАЙОР,Huangshan Publishing House,Langlang Media holdings co., limited,百花洲文艺出版社有限责任公司,IMAGINE Verlag,Shanghai BenZhou Books,北京师范大学出版社(集团)有限公司,CAVINATO EDITORE INTERNATIONAL,Voilier Editions,中国民族摄影艺术出版社,J. Amba Edizioni,LM Essential Publishers,Better Karma Publishing,China CITIC Press,Yilin Press,四川文艺出版社,Sichuan Tiandi Publishing House,Microcosm Publishing,ARTE e CRESCITA EDIZIONI,Beijing Language and Culture University Press","China,China,China,Russia,Taiwan, China,Hong Kong, China,China,Italy,Belgium,China,Russia,China,China,China,Germany,China,China,Italy,Italy,China,Italy,Netherlands,United States,China,China,China,China,United States,Italy,China","Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Other,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Social Science Publishing,Publishers / Children's Publishing,Publishers / Literature Publishing,Publishers / Children's Publishing,Publishers,Publishers / Culture & Art Publishing,Publishers / Children's Publishing,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comics Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing"
"Cultural Branch of Longmen's Book (""CBLB""),Hunan People's Publishing House,한국 LUK Books Co.,Ltd,""New wave"" Publishing house,北京人天书店有限公司,도서출판 서해문집,Editions Versant Sud,FAVORABLE,Modjaji Books,Lucius & Lucius,Anhui Children's Publishing House,AAVAA Verlag,Editions du lys noir,北京书叶文化发展有限公司,Les Editions Marie-Louise,上海锦绣文章出版社,Le Papillon Rouge Editeur,Olbyeo Co., Ltd.,한국 라이온북스 출판사,Nahan Plan Limited,Издательский дом «Мир русского слова» (МИРС),Fractalbooks,Издательство «Инфра-Инженерия»,AKVY PRESS,Philosophia Verlag GmbH,Ediciones Alfar S.A.,ООО 'Издательство В.Шевчук',South African History Online,River Publishers,Bluewater Productions","China,China,Korea,Russia,China,Korea,Belgium,France,South Africa,Germany,China,Germany,France,China,France,China,France,Korea,Korea,Korea,Russia,Korea,Russia,Canada,Germany,Spain,Russia,South Africa,Denmark,United States","Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Lifestyle Publishing,Publishers / Literature Publishing,Publishers / Social Science Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Scholarly Publishing,Publishers / Popular Science Publishing,Publishers / Science and Technology Publishing,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Social Science Publishing,Publishers / Scholarly Publishing,Publishers / Children's Publishing"
"파란자전거,Tianjin people's fine art publishing house,Sea Turtle Publishing,Jonglez,Les Editions Pierre Philippe,Vedrana Editions,All About Kids Publishing,Peking University Press,Sous la Cape,MORRIGANE ÉDITIONS,Popular Science Press,株式会社スリーエーネットワーク,Gatzanis Verlag,Beijing Science and Technology Press,Editorial Luis Vives,청림출판,Hangzhou Blue Lion Cultural & Creative Co., Ltd.,Standard International Media Holdings,도서출판 싸이프레스,Leadership Garden® Enterprise, LLC,Éditions Favre,Издательство Антология,Editions du Caïman,공간예술사,People's Publishing House,Thomas Nelson, Inc.,Boxer Books,Частное предприятие Чайка,De Agostini Libri Spa,Carl Hanser Verlag","Korea,China,United States,France,Switzerland,France,United States,China,France,France,China,Japan,Germany,China,Spain,Korea,China,United States,Korea,United States,Switzerland,Russia,France,Korea,China,United States,United Kingdom,Ukraine,Italy,Germany","Publishers / Children's Publishing,Publishers / Culture & Art Publishing,Publishers / Children's Publishing,Publishers,Publishers,Publishers,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers / Popular Science Publishing,Publishers / Textbook Publishing,Publishers / Lifestyle Publishing,Publishers / Science and Technology Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Economic & Financial Publishing,Publishers / Reference Books Publishing,Publishers / Comprehensive Publishing,Publishers / Other,Publishers,Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Science and Technology Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing"
"Shaanxi Taibai Literature & Art Publishing House,北京紫航文化艺术有限公司,Zhejiang Science and Technology Publishing House,Editorial acuarela y Bibliotecnica Ediciones,PLANTER PRESS CO., LTD,復文圖書有限公司,浙江文艺出版社,Vita Nova,T&B,爾雅出版社,자람출판사,엔블록(nblock),Литературно-издательское агентство ""СовА"",希望出版社,Группа Компаний «РИПОЛ классик»,Loving Healing Press, Inc.,Издательский Дом Мещерякова,株式会社東山書房,Psimatica Editorial S.L.,Goldfinger S.A.,Éditions La Taillanderie,ISEAS Publishing,Greenleaf Book Group LLC,Grupo Editor Orfila Valentini, SA de CV,Brock Rock Mass Media Productions,Издательство «Поляндрия»,株式会社 旭屋出版,Bokförlaget Axplock,AZ,Pagine d'Arte","China,China,China,Chile,Taiwan, China,Taiwan, China,China,Russia,Spain,Taiwan, China,Korea,Korea,Russia,China,Russia,United States,Russia,Japan,Spain,Argentina,France,Singapore,United States,Mexico,Canada,Russia,Japan,Sweden,Argentina,Switzerland","Publishers / Literature Publishing,Publishers / Culture & Art Publishing,Publishers / Science and Technology Publishing,Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Culture & Art Publishing,Publishers / Literature Publishing,Publishers / Children's Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Textbook Publishing,Publishers / Popular Science Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Social Science Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Lifestyle Publishing,Publishers / Scholarly Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing"
