Name,Country,Type 
"Elina Ahlback Literary Agency Oy Ltd,Al Qasimi Publications,Albert Whitman & Company,Edizioni Alfa srl,Alicat Publishing Pty Ltd,Alvilda,天津科学技术出版社,中版集团数字传媒有限公司,Australian Self Publishing Group,外语教学与研究出版社,ANGLIA,株式会社　勁草書房,株式会社大日本絵画,Delius Klasing,g.Grape,株式会社オ ー ム 社,株式会社 医学书院,3J Editores/3J Media,Apidama Ediciones Ltda,Cámara Colombiana del Libro,Carvajal Soluciones Educativa,Circulo de Lectores SAS,Ediciones SM s.a.,Kim Dong Publishing House,Camelia Ediciones,Albert Whitman & Company,Amazon Children's Publishing,AZ Books, LLC,becker & mayer!,Calithumpian Press","Finland,United Arab Emirates,United States,Italy,Australia,Denmark,China,China,Australia,China,China,Japan,Japan,Germany,Japan,Japan,Japan,Colombia,Colombia,Colombia,Colombia,Colombia,Colombia,Vietnam,Venezuela,United States,United States,United States,United States,United States","Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers,Publishers / Social Science Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Popular Science Publishing,Publishers / Science and Technology Publishing,Publishers / Scholarly Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing"
"Albur Producciones Editoriales,MediaCorp Pte Ltd,Singapore University Press Pte Ltd,Evans Publishing Group,聯洋文化事業有限公司,東方出版社,米奇巴克有限公司,瑋恩外文書局,Harvard Business Publishing,白象文化,株式会　ほるぷ出版,丸善出版株式会社,株式会社　マイナビ,日本実業出版社,（学）文化学園　文化出版局,翔泳社,株式会社　東方書店,EDICIONES ALFABIA,Destino,中華書局（香港）有限公司,圓方出版社,新雅文化事業有限公司,Agence wallonne à l’Exportation et aux Investissements étrangers,Éditions d’art Le Sabord,Агенція іноземних мов Наталії Дячук «РУНА»®,鈴木出版株式会社,RA-MA, S.A. EDITORIAL Y PUBLICACIONES,Bricks Education,未来出版社,Chouette Publishing","Spain,Singapore,Singapore,United Kingdom,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,United States,Taiwan, China,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Spain,Spain,Hong Kong, China,Hong Kong, China,Hong Kong, China,Belgium,Canada,Ukraine,Japan,Spain,Korea,China,Canada","Publishers,Publishers / Other,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Scholarly Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Social Science Publishing,Publishers,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Religious Publishing,Publishers / Children's Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers,Publishers / Textbook Publishing,Publishers,Publishers / Children's Publishing"
"株式会社 一迅社,株式会社 実業之日本社,中央大学出版部,法政大学出版局,財団法人　九州大学出版会,専修大学出版局,株式会社　日経BP,株式会社　中央経済社,株式会社　文芸春秋,株式会社 中经出版,ジーグレイプ株式会社,株式会社同文書院,株式会社　学窓社,株式会社 新兴医学出版社,青幻舎,LA PLUME DE PAON,AGE D'HOMME,LA SERRE EDITIONS,AGONE,LA VOIX DU NORD,LABOR & FIDES,LAM ( EDITIONS DU),LAMPION (EDITIONS DU),AIRE (EDITION),LANSMAN (EDITIONS),AIRVEY EDITIONS,UBC press,Child’s Play (International) Ltd,rnts media,企鹅","Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,Japan,France,Switzerland,France,France,France,France,France,France,Switzerland,Belgium,France,Canada,United Kingdom,Korea,China","Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Social Science Publishing,Publishers / Economic & Financial Publishing,Publishers / Economic & Financial Publishing,Publishers / Comprehensive Publishing,Publishers / Economic & Financial Publishing,Publishers / Comprehensive Publishing,Publishers / Social Science Publishing,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Lifestyle Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Culture & Art Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers,Publishers"
"Éride Ediciones,Editorial Hidra,IMPEDIMENTA,Editorial Laertes,Santillana Ediciones Generales S.L.,白云出版社,田園城市文化事業,允晨文化實業股份有限公司,New Era Publisher,Visual Communication Culture Enterprise Co., Ltd.,棠雍图书有限公司,長晉數位股份有限公司,大鐸資訊股份有限公司,龍璟文化事業股份有限公司,拾一本數位文化,漢珍數位圖書股份有限公司,天一书阁,McGraw-Hill Asia,凯特文化,Story Kingdom Co., Ltd.,南天書局,漢聲巷股份有限公司,Page One Publishing Pte. Ltd.,Dorling Kindersley,SNOWFLAKE BOOKS Ltd.,Japan Foreign-Rights Centre,商務印書館 (香港) 有限公司,㈜교원,㈜영교출판","Spain,Spain,Spain,Spain,Spain,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Singapore,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Singapore,United Kingdom,United Kingdom,Japan,Hong Kong, China,Korea,Korea","Publishers / Comprehensive Publishing,Publishers,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers,Publishers / Culture & Art Publishing,Publishers / Digital Publishing,Publishers / Digital Publishing,Publishers / Digital Publishing,Publishers / Digital Publishing,Publishers / Digital Publishing,Publishers / Digital Publishing,Publishers,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Culture & Art Publishing,Publishers,Publishers / Culture & Art Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Literature Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing"
"Modus Vivendi Publishing Inc & Presses Aventure,Banlue Publications Co., Ltd.,中文传媒数字出版运营中心,비전북,中国青年出版总社,Lion Hudson PLC,中国财富出版社,人民出版社,Little Tiger Press,内蒙古教育出版社,外研社,北京出版集团公司,思达出版社有限公司,中国电力出版社,株式会社 玉川大学出版部,新蕾出版社,Flemish Literature Fund,Cedic International,Children's Books USA, Inc.,DC Comics,Zest Books,Yoyo Books/Big Box Entertainment,Xi'an Rongxin Culture Industrial Development Co. Ltd. c/o Toppan Vite,Warner Bros Global Publishing,Gibbs Smith,I play., Inc.,Image Comics Inc.,Impelsys Inc.,Incentive Publications by World Book,INscribe Digital","Canada,Thailand,China,Korea,China,United Kingdom,China,China,United Kingdom,China,China,China,Hong Kong, China,China,Japan,China,Belgium,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States,United States","Publishers / Children's Publishing,Publishers,Publishers / Digital Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Literature Publishing,Publishers / Children's Publishing,Publishers,Publishers / Textbook Publishing,Publishers,Publishers / Textbook Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Literature Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers,Publishers,Publishers,Publishers,Publishers"
"Sitak Multimedia Publishing Co., Ltd.,木棉花國際股份有限公司,大块文化,台灣國際角川書店股份有限公司,曼迪傳播,铭显文化事业有限公司,誠果屋出版社有限公司,安利美特股份有限公司（Animate Oversea Co., Ltd.）,W. W. Norton & Company,RBA Editores,PLATAFORMA EDITORIAL,洛特国际文化,幼福文化传播有限公司,维京国际,康軒文教集團,Aquarius Publishing,Chin-Chin Publications Ltd.,天下教育股份有限公司,信誼基金出版社,时代悦读,Lins Books Enterprise Ltd.,杜耳學習發展中心,遠流出版公司,Mother Nature Publishing House,小牛頓科學教育公司,KAYOT CULTURAL ENTERPRISE CO.,LTD.,Childhood Books Co., Ltd.,Rainbow Educational Ltd.,群学出版有限公司,易儒出版社","Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Japan,United States,Spain,Spain,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China","Publishers / Digital Publishing,Publishers / Comics Publishing,Publishers / Comics Publishing,Publishers / Comprehensive Publishing,Publishers / Audio-visual Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comics Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers / Textbook Publishing,Publishers / Children's Publishing,Publishers / Textbook Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Textbook Publishing,Publishers / Textbook Publishing,Publishers / Children's Publishing,Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing"
"Alma Books Ltd,鳴嵐國際智識股份有限公司,BRITISH MUSEUM COMPANY LTD.,EGMONT BOOKS,RED BIRD PRESS,SIMON AND SCHUSTER CHILDREN’S PUBLISHING,stripes publishing,Gruppo Albatros Il Filo,Gruppo editoriale Mauri Spagnol,Imago Multimedia,Iris Edizioni,Agenzia Letteraria Kalama,Mondadori Printing,Phileas Edizioni,Regione Autonoma della Sardegna,Salone Internazionale del Libro di Torino,Simplicissimus Book Farm,Touring Editore,UTET - Unione Tipografico - Editrice Torinese,大塊文化,靈鷲山出版社,橄欖出版社,Wisdom Press,校園書房出版社,龍馬文化出版社,Harvard University Press,University of Chicago Press,University of Illinois Press,EDITORIAL ANAGRAMA,El País-Aguilar","United Kingdom,Taiwan, China,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,United Kingdom,United States,United States,Spain,Spain","Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Digital Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Religious Publishing,Publishers / Comprehensive Publishing,Publishers / Religious Publishing,Publishers / Children's Publishing,Publishers / Comics Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers"
"Océan Éditions,Editura Niculescu,Editura Polirom,Grupul Editorial RAO,Vremea Publishers Ltd,Молодая гвардия,Mlade leta sro,Vydavateľstvo PRÍRODA, s.r.o.,EDUCAT PUBLISHERS,音樂之橋股份有限公司,聯經出版事業公司,Sun Ho Culture Inc.,泛亚文化,臺灣商務印書館,Page International Cultural Co., Ltd.,黎明文化事業股份有限公司,鴻儒堂書局股份有限公司,Ediser Srl,Alinari 24 ORE,Archideos Editore,Atlantyca Entertainment,Coedisar,Consiglio Nazionale delle Ricerche - CNR,Domus de Janas,Drago Editore,EditVALLARDI,ELI Editore,Giangiacomo Feltrinelli Editore,Frorias Editore,Hörcompany Schaack und Herzog oHG","France,Romania,Romania,Romania,Romania,Russia,Slovakia,Slovakia,South Africa,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Taiwan, China,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Italy,Germany","Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Audio-visual Publishing,Publishers,Publishers,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Culture & Art Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing"
"Juta & Co. ｜ UCT Press,Unisa Press,Casa de Velazquez,Centro de Estudios Avanzados en Ciencias Sociales (CEACS) del Instituto Juan March de Estudios e Investigaciones,EDELSA GRUPO DIDASCALIA, S.A.,Lunwerg Editores,ICCE - INSTITUTO CALASANZ,T & B Editores,Alfabeta Bokforlag AB,Berghs Förlag AB,BokförlagetOpal AB,Bonnier Carlsen,CHRISTOPH MERIAN VERLAG,Diogenes Verlag AG,Edition Olms AG,Baobab Books,Kuemmerly & Frey AG,SJW Schweizerisches Jugendschriftenwerk,Dar Al Maarifah,合记图书出版社,Silkworm Books Limited Partnership,White Lotus Company Limited,Redhouse Yayinevi,株式会社角川書店,安徽少年儿童出版社,Clavis Publishing,Compact Verlag Gmbh,Cosac Naify,Dami (International) un marchio di Giunti Editore spa,David West Children's Books","South Africa,South Africa,Spain,Spain,Spain,Spain,Spain,Spain,Sweden,Sweden,Sweden,Sweden,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Switzerland,Syria,Taiwan, China,Thailand,Thailand,Turkey,Japan,China,Belgium,Germany,Brazil,Italy,United Kingdom","Publishers / Scholarly Publishing,Publishers / Scholarly Publishing,Publishers,Publishers,Publishers / Textbook Publishing,Publishers,Publishers,Publishers / Culture & Art Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers,Publishers / Children's Publishing,Publishers,Publishers / Children's Publishing,Publishers,Publishers / Children's Publishing,Publishers / Religious Publishing,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers,Publishers / Children's Publishing,Publishers,Publishers,Publishers / Children's Publishing"
"De Gruyter Publishing,퓨쳐연구소,사파리,中国青年出版社总社  文学图书编辑中心,香港制版印刷出版集团,新纪元国际出版社,经济科学出版社,Timas Publishing Group,北京出版集团公司,读者出版集团,Guild of Master Craftsman Publications Ltd.,Carlton Publishing Group,中国出版传媒有限责任公司,Fitzhenry & whiteside Publishers,中华人民共和国新闻出版总署,联合电子出版有限公司,内蒙古出版集团,合计书局,Azbookvarik Group Publishing House,世界图书出版公司北京公司,浙江科学技术出版社,浙江工商大学出版社,安徽科学技术出版社,安徽科学技术出版社,中文传媒数字出版运营中心江西奇打网络科技有限公司,National Book Trust, India,Pass Education Co., Ltd.,Thames & Hudson,Издательства ""АЛЕТЕЙЯ"",The Chicken House","United Kingdom,Korea,Korea,China,Hong Kong, China,Macao, China,China,Turkey,China,China,United Kingdom,United Kingdom,China,Canada,China,Hong Kong, China,China,China,Russia,China,China,China,China,China,China,India,Thailand,United Kingdom,Russia,United Kingdom","Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers / Children's Publishing,Publishers,Publishers,Publishers,Publishers,Publishers / Science and Technology Publishing,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Culture & Art Publishing,Publishers"
"Harvard Business Review Press,Psychology Press,Lextenso,Prosveta Éditions,Somogy Éditions D'art,Stock,Pelima Media SDN BHD,北京日知图书有限公司,中国财政经济出版社,August Publishing,中国出版集团公司,中央编译出版社,Li-zenn Publishing,Sataporn Books Co., Ltd.,新华书目报,福建人民出版社,四川文艺出版社,北京师范大学出版社,Kledthai Publishing,成都时代出版社,Pran Publishing Company Limited,新华文轩出版传媒股份有限公司,Pran Publishing Company Limited,哈尔滨地图出版社,Plan For Kids Co., Ltd.,陕西师范大学出版总社,Library Monster Co., Ltd.,重庆出版社有限责任公司,中华人民共和国经济科学出版社,世界知识出版社","United States,United Kingdom,France,France,France,France,Malaysia,China,China,Malaysia,China,China,Thailand,Thailand,China,China,China,China,Thailand,China,Thailand,China,Thailand,China,Thailand,China,Thailand,China,China,China","Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Textbook Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Literature Publishing,Publishers / Other,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Other,Publishers,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Children's Publishing,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers"
"Teaching Strategies, Inc.,TANGO BOOKS LTD AND 2 TOTANGO LTD,northwestern university press,University of Illinois Press,Eerdmans Books for Young Readers,Zeig, Tucker & Theisen Inc,Gemser Publications,El Ateneo Editorial,Ediciones Ciudad Argentina,Emecé Editores,Editorial Grijalbo,Urania Verlag,Thienemann Verlag,Cahiers du temps,Bastei Lübbe GmbH & Co. KG,有限会社　明日香出版社,Babalibri srl,Camelozampa,Gius. Laterza & Figli,BKL Publishers,Éditions de Minuit,JOUVENCE ÉDITIONS,GALLIMARD,Le Passage,PAYOT (EDITIONS),Payot & Rivages,Latvian Literature Centre,Intermon Oxfam,东立出版社有限公司,Adriana Hidalgo Editora","United States,United States,United States,United States,United States,United States,Spain,Argentina,Argentina,Argentina,Argentina,Germany,Germany,France,Germany,Japan,Italy,Italy,Italy,Russia,France,France,France,France,France,France,Latvia,Spain,Taiwan, China,Argentina","Publishers / Textbook Publishing,Publishers,Publishers,Publishers,Publishers / Children's Publishing,Publishers / Lifestyle Publishing,Publishers / Children's Publishing,Publishers,Publishers,Publishers,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Economic & Financial Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Textbook Publishing,Publishers / Comprehensive Publishing,Publishers / Other,Publishers,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Comics Publishing,Publishers"
"Alastor Rare Books,E J Morten Booksellers,Fine Books at Ilkley,Ian Marr Rare Books,John Robertshaw,Christopher Edwards,Quay Books,Dragaud-Lombard,Dupuis,Palette,Panamericana Editorial Ltda,Anthropos Editorial,Tamer Institute for Community Education,Zoolibri di Rabitti Corrado,Fordham University Press,b small publishing ltd.,CBS Publishers & Distributors Pvt. Ltd.,Bajo la Luna Editorial,Cabaret Voltaire,Editorial CCS,Ediciones del Laberinto S.L.,Editorial Minúscula,Libros del Asteroide,Libros del Silencio,Libros del Zorro Rojo,MENOSCUARTO EDICIONES,Rey Lear + Reino de Cordelia,Sajalín Editores,Thule Ediciones,Fayard","United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,United Kingdom,France,France,France,Colombia,Spain,Benin,Italy,United States,United Kingdom,India,Argentina,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,France","Publishers / Culture & Art Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Scholarly Publishing,Publishers / Children's Publishing,Publishers / Comics Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers,Publishers,Publishers / Children's Publishing,Publishers,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers / Lifestyle Publishing,Publishers / Literature Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing"
"EDICIONES MAEVA,EDICIONES MIRAGUANO,EDITORIAL ANAGRAMA,Editorial Complutense,EDITORIAL FUNDAMENTOS,GEDISA EDITORIAL,EDITORIAL GREDOS,Siglo XXI Editores,EDITORIAL SÍNTESIS,Trotta Editorial,EL CROQUIS, S.L.,Elhuyar Fundazioa,Editorial Erein,ESCALERA EDICIONES, S. L.,ESIC EDITORIAL,ESPASA CALPE,FUNAMBULISTA EDITORIAL, S.L,EDITORIAL GALAXIA GUTENBERG,LA FACTORÍA DE IDEAS,LID Editorial Empresarial,Moleiro Editor,Lengua de Trapo,Libros del Zorro Rojo,Arte Contemporaneo Edizioni,株式会社　筑摩書房,FEDERACIÓN DE GREMIOS DE EDITORES DE ESPAÑA,株式会社 吉川弘文館,LES DOIGTS QUI REVENT,株式会社 汲古書院,Klett Kinderbuch","Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Spain,Italy,Japan,Spain,Japan,France,Japan,Germany","Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Textbook Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Comprehensive Publishing,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers,Publishers / Social Science Publishing,Publishers / Literature Publishing,Publishers / Scholarly Publishing,Publishers / Children's Publishing"
"洪範書店有限公司,浙江少年儿童出版社有限公司,nbm publishing papercutz,Orecchio acerbo,Editoriale Scienza,Nanmeebooks Publications Co., Ltd.,安徽少年儿童出版社,Ediciones Nobel,EDITORIAL ENEIDA,ESPASA CALPE,ABRAMS,Disney-Hyperion Books,Holiday House,Ideaspropias Editorial, S.L.,Presses Universitaires de France-PUF,Breitschopf Julius GmbH , Verlagsbuchhandlung,ADPS Anno Domini Publishing,Ant's Books,Associazione Illustratori,Atlantyca Entertainment,Erika Klopp Verlag,Austrian Federal Economic Chamber,Author Services Inc.,Balance Rief,Ballon Media NV,BAP Educare (P),Bendon Publishing International,Bigini Reklame,Image Books Factory BV,National Book Trust, India","Taiwan, China,China,United States,Italy,Italy,Thailand,China,Spain,Spain,Spain,United States,United States,United States,Spain,France,Austria,United Kingdom,Italy,Italy,Italy,Switzerland,Austria,United States,Switzerland,Belgium,India,United States,Denmark,United Kingdom,India","Publishers / Literature Publishing,Publishers / Children's Publishing,Publishers,Publishers,Publishers,Publishers,Publishers / Children's Publishing,Publishers,Publishers,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Textbook Publishing,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing"
"Gmeiner-Verlag GmbH,Annette Betz Verlag,Atrabile,BDJAZZ - BDMUSIC,BRUIT DU TEMPS (LE),Editorial Pliegos,EDICIONES POLIFEMO,Editorial Pre-Textos,Autrement,東京大学出版会,B4U Publishing s.r.o.,Groundwood Books,Società Editoriale Grafiche AZ,Chronicle Books,BIBIANA - International House of Art for Children,Institute for the Intellectual Development of Children and Young Adults (Kanoon),IBBY Italia,Rabén & Sjogren Agency,Editorial Hidra,Cheeky Monkey Publishing Ltd.,Kalandraka Italia,Vielflieger Verlag,Aadarsh Pvt. Ltd.,Abaco Edizioni - Vecchi Editore srl,ABC Forlag,Accipicchia Design,Advocate Art Ltd.,Agaworld Co. Ltd.,Andersen - Feguagiskia' Studios,Annick Press Ltd.","Germany,Germany,France,France,France,Spain,Spain,Spain,France,Japan,Czech Republic,Canada,Italy,United States,Slovakia,Other countries,Italy,Sweden,Spain,United Kingdom,Italy,Germany,India,Italy,Denmark,Italy,United Kingdom,Korea,Italy,Canada","Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Comics Publishing,Publishers / Comics Publishing,Publishers / Literature Publishing,Publishers / Literature Publishing,Publishers / Scholarly Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Comprehensive Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing,Publishers / Children's Publishing"
